name,start,title,review
Amazon Customer,5.0 out of 5 stars,More tips for women,"I'm using this since few months, mainly tracking of my footsteps. I liked it the way mainly, looking stylish on my wrist and making me to concentrate on my physical activity when i did not do...Till.now it was fine, will look into more options in coming days..."
Amazon Customer,1.0 out of 5 stars,After sales service sucks!!,"After sales service is very poor.My phone stops working once paired with the Noise app on my phone, the display just goes blank. Online service portal to raise complaint is not working and the customer service number does not have a option to connect to a person to talk to about the issue"
Bibliophile ,3.0 out of 5 stars,Okay-ish device,The step count stops working suddenly. Other that that it is a okay-ish device. Not so good not so bad. It looks good but it isn't accurate enough.
Abhinav Sutradhar,4.0 out of 5 stars,Beginner level smart watch,Quality of the product is nice. Battery tends to play its role very well. Feels light and waterproofing is okay for 3 to 5 min of shower. It would have been better if more Customization was available to the watch faces.
Ninad khaire,1.0 out of 5 stars,Cheap quality with huge price,"The media could not be loaded.  Outer round cover detached without notice within 10 days and now I can't replace, very cheap product with 2499/- don't buy with ₹1000 also in case they decrease the price, now i's price decreased to ₹1800."
Divya,1.0 out of 5 stars,Horrible watch,You love when buy it. But after usage of several months. They are providing fake IP RATING my watch get water damage from inside heart is not working now & they are charging me for this. I have 3 colorfit pro 2 all have same problem.
SM,3.0 out of 5 stars,No call receiving option is thr.,The watch look.. feelwise ...its good.but there is no call receiving option showing when u get a call. It only shows options to cut the call . Wht kind of notification is this. This is horrible.
Gajendra Singh,1.0 out of 5 stars,Very bad quality,The media could not be loaded.  This watch is not good !
S N,1.0 out of 5 stars,Good product with this price. Amazing delivery by Amazon.,I faced issues with music player. Except Google Music others not supporting. Synchronize issue found after using some days. The incoming calls not shows if synchronize not done !
Arjun More,1.0 out of 5 stars,Not working,At first it was all fine......but then it kept on getting disconnected from the phone and when I went to change the background it would shut down I think I got a defected model because even the message option would not open....
Aaradhya Akhil Chavan,5.0 out of 5 stars,Sync issues,"Bought this watch considering noise come up with better products. But after using this for 15 days found that the data was not syncing properly. Raised a complaint and I received call back after 3 weeks.. poor customer service, app based queries/complaint only direct u to trouble shooting page. Now a days even not so tech savvy person does trouble shooting on its own.."
Zeba Mehmood Khan,1.0 out of 5 stars,FRAUDSTERS waste of money 🙅🙅🙅do not,Waste of money i wish i could give - rating please do not buy such kind of fraud product. Notification not working.fraudsters. Want my money back take your bin back.
Ravish Patel,3.0 out of 5 stars,Worst Service,"I have ordered 2 watches, one is fine but the second watch get crashed within 12 days, it's not even charging, when I visited the Authorize service center they given me a letter which says I have to wait for 45 days just to know what's the problem is.... Vl never recommend noise products to anyone only bcoz of their worst service."
Vrinda haldia,1.0 out of 5 stars,Worst service,The watch has issue of resetting automatically. I contacted there complaint box but not update. They gave me 1 call and closed the complaint. Still trying to contact with them so that I can get it fixed.
Anoop,4.0 out of 5 stars,A perfect choice for basic smart watch,Prons:Build qualityDesignBatteryLight weightApp synchronizationCons:Limited watch faceTouch screenInterface
Sourav,3.0 out of 5 stars,Touch response is very poor,"A big thank to Amazon for prompt delivery. Regarding the watch, after so many comparison I finally went for this. Initially, the watch worked fine, but then suddenly while I was working out, it got restarted automatically and wiped out all my workout data. Now, the touch screen when swiping from right to left is responding very poorly. The App function is very poor."
Arjun,1.0 out of 5 stars,Worst product ever purchased,Worst ever watch i have purchased the heartbeats were just random no. Throwers u can check by using tomato below the sensor it shows heart accurately of tomato very very worst product also the step counts were also just ah number i just walked 15steps it shows 78 steps... Worst product ever seen if you are going purchase for fitness please don't
Asha,2.0 out of 5 stars,Pathetic,It's not good.it gets disconnected from the phone very easily and connecting again is a real headache.i m not able to get any what's app or mail notification.please read reviews before buying.
